invoiceno,invoicedate,customerid
575633,2011-11-10 13:44:00,15355
575634,2011-11-10 13:44:00,13266
C575635,2011-11-10 13:45:00,12473
575636,2011-11-10 13:46:00,12473
575637,2011-11-10 13:46:00,16904
C575638,2011-11-10 13:48:00,12473
575639,2011-11-10 13:49:00,15289
575640,2011-11-10 14:01:00,13148
C575641,2011-11-10 14:03:00,15814
575642,2011-11-10 14:07:00,14466
575643,2011-11-10 14:09:00,13267
575647,2011-11-10 14:16:00,16440
C575648,2011-11-10 14:22:00,16523
575649,2011-11-10 14:23:00,-1
C575650,2011-11-10 14:24:00,14194
C575651,2011-11-10 14:26:00,17653
575652,2011-11-10 14:28:00,12748
575654,2011-11-10 14:28:00,15238
575655,2011-11-10 14:28:00,16434
C575653,2011-11-10 14:28:00,13988
575656,2011-11-10 14:29:00,13319
575657,2011-11-10 14:30:00,13319
575658,2011-11-10 14:31:00,13319
575659,2011-11-10 14:35:00,13576
575660,2011-11-10 14:38:00,15297
575661,2011-11-10 14:39:00,12617
C575662,2011-11-10 14:48:00,13767
C575663,2011-11-10 14:52:00,13769
C575664,2011-11-10 14:53:00,12952
C575665,2011-11-10 14:54:00,17442
C575666,2011-11-10 14:55:00,18092
C575667,2011-11-10 14:56:00,14032
575668,2011-11-10 14:59:00,18283
C575669,2011-11-10 15:00:00,12417
C575670,2011-11-10 15:02:00,13081
575671,2011-11-10 15:03:00,12670
C575672,2011-11-10 15:03:00,13098
575673,2011-11-10 15:04:00,14863
575674,2011-11-10 15:06:00,13468
575675,2011-11-10 15:07:00,18283
575676,2011-11-10 15:09:00,13499
575677,2011-11-10 15:18:00,-1
575678,2011-11-10 15:23:00,16169
575680,2011-11-10 15:23:00,13148
C575679,2011-11-10 15:23:00,16863
575681,2011-11-10 15:32:00,16903
575682,2011-11-10 15:37:00,12826
575683,2011-11-10 15:51:00,17389
575684,2011-11-10 15:57:00,14397
575685,2011-11-10 15:57:00,15694
575686,2011-11-10 15:59:00,17716
575687,2011-11-10 16:03:00,16126
575688,2011-11-10 16:15:00,18230
575689,2011-11-10 16:16:00,14829
575690,2011-11-10 16:20:00,14189
575691,2011-11-10 16:21:00,14180
575692,2011-11-10 16:27:00,12508
575693,2011-11-10 16:36:00,16979
575694,2011-11-10 16:38:00,12748
575695,2011-11-10 16:39:00,17502
575696,2011-11-10 16:45:00,-1
575697,2011-11-10 16:51:00,16094
575698,2011-11-10 16:51:00,16094
575700,2011-11-10 16:58:00,15111
575701,2011-11-10 16:59:00,13396
575702,2011-11-10 16:59:00,17109
575703,2011-11-10 16:59:00,13767
575704,2011-11-10 17:00:00,-1
575705,2011-11-10 17:06:00,15159
575706,2011-11-10 17:13:00,14713
575707,2011-11-10 17:16:00,12538
575708,2011-11-10 17:17:00,13460
575709,2011-11-10 17:27:00,14646
575710,2011-11-10 17:29:00,17901
575711,2011-11-10 17:45:00,14560
575712,2011-11-10 17:46:00,13606
575713,2011-11-10 17:49:00,13817
575714,2011-11-10 17:55:00,-1
575715,2011-11-10 17:58:00,-1
575716,2011-11-10 18:00:00,-1
575717,2011-11-10 18:02:00,-1
575718,2011-11-10 18:04:00,16907
575719,2011-11-10 18:08:00,-1
575720,2011-11-10 18:09:00,-1
575721,2011-11-10 18:19:00,-1
575722,2011-11-10 18:20:00,-1
575723,2011-11-10 18:33:00,14748
575724,2011-11-10 18:37:00,14608
575725,2011-11-10 18:46:00,13098
575726,2011-11-10 19:12:00,16791
575727,2011-11-10 19:32:00,18135
575728,2011-11-10 19:40:00,14911
575729,2011-11-10 19:49:00,17932
575730,2011-11-10 19:53:00,14765
575731,2011-11-10 20:01:00,13230
575732,2011-11-11 08:19:00,12712
575733,2011-11-11 08:33:00,13810
575734,2011-11-11 08:39:00,12384
575735,2011-11-11 08:46:00,14156
575736,2011-11-11 08:47:00,12697
575737,2011-11-11 08:59:00,14789
575738,2011-11-11 09:02:00,16790
575739,2011-11-11 09:05:00,-1
575740,2011-11-11 09:25:00,18130
575741,2011-11-11 09:46:00,13727
575742,2011-11-11 09:46:00,14309
575743,2011-11-11 10:01:00,12757
575744,2011-11-11 10:03:00,14035
575745,2011-11-11 10:14:00,16458
575747,2011-11-11 10:19:00,12589
C575746,2011-11-11 10:19:00,13588
575748,2011-11-11 10:21:00,-1
C575749,2011-11-11 10:24:00,12856
575750,2011-11-11 10:29:00,12600
575751,2011-11-11 10:32:00,14911
C575752,2011-11-11 10:40:00,13500
575753,2011-11-11 10:41:00,17841
575754,2011-11-11 10:43:00,17295
575755,2011-11-11 10:45:00,17015
575756,2011-11-11 10:48:00,18118
575757,2011-11-11 10:49:00,17295
575759,2011-11-11 10:50:00,-1
575760,2011-11-11 10:50:00,15965
C575763,2011-11-11 10:55:00,15034
575764,2011-11-11 11:02:00,15965
575765,2011-11-11 11:02:00,17730
575766,2011-11-11 11:06:00,12856
575767,2011-11-11 11:11:00,17348
C575777,2011-11-11 11:15:00,13881
575787,2011-11-11 11:18:00,12518
575828,2011-11-11 11:34:00,17162
575830,2011-11-11 11:34:00,14226
575837,2011-11-11 11:37:00,12748
575838,2011-11-11 11:38:00,13999
C575839,2011-11-11 11:40:00,12517
575840,2011-11-11 11:56:00,13137
C575841,2011-11-11 11:58:00,13408
575842,2011-11-11 12:01:00,15024
575843,2011-11-11 12:02:00,14446
575844,2011-11-11 12:04:00,-1
575845,2011-11-11 12:07:00,12598
575846,2011-11-11 12:07:00,17364
575847,2011-11-11 12:07:00,18209
575848,2011-11-11 12:10:00,14178
575849,2011-11-11 12:11:00,14790
575850,2011-11-11 12:11:00,17512
575851,2011-11-11 12:13:00,14662
575852,2011-11-11 12:17:00,17238
575853,2011-11-11 12:18:00,16912
575854,2011-11-11 12:20:00,14125
575855,2011-11-11 12:24:00,14527
575856,2011-11-11 12:28:00,16386
575866,2011-11-11 12:41:00,16107
575867,2011-11-11 12:44:00,15034
575868,2011-11-11 12:44:00,12985
575869,2011-11-11 12:45:00,14543
575870,2011-11-11 12:46:00,15557
575871,2011-11-11 12:52:00,14911
C575872,2011-11-11 12:52:00,13408
575873,2011-11-11 12:53:00,17677
575874,2011-11-11 12:56:00,17054
575875,2011-11-11 13:06:00,-1
575876,2011-11-11 13:20:00,15608
575877,2011-11-11 13:25:00,14907
575878,2011-11-11 13:29:00,13588
C575879,2011-11-11 13:30:00,13588
575880,2011-11-11 13:35:00,12726
575881,2011-11-11 13:39:00,-1
575882,2011-11-11 13:40:00,16671
575884,2011-11-11 13:46:00,12685
575885,2011-11-11 13:46:00,16460
575886,2011-11-11 13:57:00,12517
575887,2011-11-11 14:03:00,17243
575888,2011-11-11 14:04:00,12517
575889,2011-11-11 14:09:00,16433
575890,2011-11-11 14:09:00,15602
575891,2011-11-11 14:12:00,15692
575892,2011-11-11 14:22:00,16332
575893,2011-11-11 14:23:00,17088
575894,2011-11-11 14:25:00,12748
575895,2011-11-11 14:50:00,17052
575896,2011-11-11 14:52:00,12480
575897,2011-11-11 14:53:00,15492
575898,2011-11-11 15:08:00,16368
575899,2011-11-11 15:13:00,16133
575900,2011-11-11 15:14:00,-1
575901,2011-11-11 15:19:00,-1
575902,2011-11-11 15:20:00,15544
575903,2011-11-11 15:24:00,13557
575904,2011-11-11 15:28:00,18014
575905,2011-11-11 15:49:00,13732
575906,2011-11-11 15:50:00,-1
575907,2011-11-11 15:52:00,-1
575908,2011-11-11 15:54:00,13091
575909,2011-11-11 16:02:00,-1
575910,2011-11-11 16:05:00,14836
575911,2011-11-11 16:13:00,17314
575912,2011-11-11 16:20:00,-1
575914,2011-11-11 16:31:00,17071
575915,2011-11-11 16:33:00,15903
575916,2011-11-11 16:49:00,12691
575917,2011-11-11 16:57:00,13895
575918,2011-11-11 16:58:00,17191
575919,2011-11-11 17:00:00,15311
575920,2011-11-11 17:01:00,15473
C575921,2011-11-11 17:01:00,12931
575922,2011-11-11 17:10:00,15681
575923,2011-11-11 17:11:00,17069
575924,2011-11-11 17:13:00,17069
575925,2011-11-11 17:14:00,-1
575928,2011-11-11 17:18:00,-1
575929,2011-11-11 17:23:00,13310
575930,2011-11-11 17:58:00,-1
575931,2011-11-13 10:35:00,16560
575932,2011-11-13 10:35:00,16923
575933,2011-11-13 10:41:00,14911
575934,2011-11-13 11:15:00,-1
575935,2011-11-13 11:20:00,17838
575936,2011-11-13 11:21:00,17041
575937,2011-11-13 11:24:00,12935
575938,2011-11-13 11:30:00,17790
575939,2011-11-13 11:37:00,13004
C575940,2011-11-13 11:38:00,17838
575941,2011-11-13 11:39:00,16438
575942,2011-11-13 11:44:00,15599
575943,2011-11-13 11:44:00,17920
575944,2011-11-13 11:46:00,16571
575945,2011-11-13 11:48:00,15864
575946,2011-11-13 11:50:00,13892
575947,2011-11-13 11:50:00,-1
575948,2011-11-13 11:51:00,14661
575949,2011-11-13 11:51:00,16711
575950,2011-11-13 11:53:00,16983
575951,2011-11-13 11:54:00,13450
575952,2011-11-13 11:55:00,16015
C575953,2011-11-13 11:56:00,16015
575954,2011-11-13 12:03:00,17211
575955,2011-11-13 12:05:00,14044
575956,2011-11-13 12:17:00,14487
575957,2011-11-13 12:19:00,13170
575958,2011-11-13 12:23:00,15021
575959,2011-11-13 12:27:00,14547
575960,2011-11-13 12:28:00,15429
575961,2011-11-13 12:29:00,16794
C575962,2011-11-13 12:30:00,14547
C575963,2011-11-13 12:30:00,16794
575964,2011-11-13 12:31:00,15021
575965,2011-11-13 12:32:00,13426
575966,2011-11-13 12:38:00,13984
575967,2011-11-13 12:40:00,16794
575968,2011-11-13 12:47:00,14882
575969,2011-11-13 12:47:00,13571
575970,2011-11-13 12:50:00,16416
575971,2011-11-13 13:00:00,13700
575972,2011-11-13 13:01:00,14499
575973,2011-11-13 13:03:00,-1
575974,2011-11-13 13:05:00,-1
575975,2011-11-13 13:18:00,13536
575976,2011-11-13 13:26:00,15271
575977,2011-11-13 13:27:00,17287
575978,2011-11-13 13:27:00,15903
575979,2011-11-13 13:30:00,14784
C575980,2011-11-13 13:39:00,12867
575981,2011-11-13 13:41:00,15500
575982,2011-11-13 13:42:00,13798
575983,2011-11-13 13:45:00,13379
575984,2011-11-13 13:50:00,17068
575985,2011-11-13 14:09:00,17841
575986,2011-11-13 14:11:00,13018
575987,2011-11-13 14:14:00,13018
575988,2011-11-13 14:18:00,13018
575989,2011-11-13 14:20:00,14698
576014,2011-11-13 14:29:00,17218
576019,2011-11-13 14:31:00,12865
576025,2011-11-13 14:34:00,13232
576045,2011-11-13 14:42:00,15022
576050,2011-11-13 14:44:00,15022
576051,2011-11-13 14:45:00,14911
576052,2011-11-13 14:48:00,15787
576053,2011-11-13 14:53:00,16726
576054,2011-11-13 14:55:00,15787
576055,2011-11-13 15:02:00,15449
576056,2011-11-13 15:04:00,17720
576057,2011-11-13 15:05:00,15861
576057,2011-11-13 15:06:00,15861
576058,2011-11-13 15:15:00,15654
576059,2011-11-13 15:19:00,15411
576060,2011-11-13 15:25:00,13681
576061,2011-11-13 15:29:00,13146
576062,2011-11-13 15:30:00,12867
576063,2011-11-13 15:37:00,15502
576064,2011-11-13 15:37:00,12508
576065,2011-11-13 15:42:00,15005
576066,2011-11-13 15:44:00,16898
576067,2011-11-13 15:48:00,14227
576068,2011-11-13 15:52:00,14788
576069,2011-11-13 15:57:00,13603
576070,2011-11-13 15:58:00,13451
576071,2011-11-13 16:03:00,18069
C576072,2011-11-13 16:05:00,18069
576073,2011-11-13 16:13:00,16930
576074,2011-11-13 16:14:00,13178
576075,2011-11-13 16:16:00,15861
576076,2011-11-13 16:18:00,14382
576077,2011-11-13 16:22:00,16720
576078,2011-11-13 16:22:00,14432
576079,2011-11-13 16:24:00,16877
576080,2011-11-14 08:10:00,18211
576081,2011-11-14 08:16:00,15203
576082,2011-11-14 08:22:00,12428
576083,2011-11-14 08:22:00,17404
576084,2011-11-14 08:27:00,15365
576085,2011-11-14 08:28:00,15365
576086,2011-11-14 08:29:00,15365
576087,2011-11-14 08:31:00,12689
576088,2011-11-14 08:41:00,17450
576089,2011-11-14 08:56:00,17663
576090,2011-11-14 08:56:00,17450
576091,2011-11-14 09:00:00,16779
576092,2011-11-14 09:00:00,18263
576093,2011-11-14 09:05:00,17744
576094,2011-11-14 09:12:00,16401
576095,2011-11-14 09:13:00,14904
576096,2011-11-14 09:20:00,13549
576097,2011-11-14 09:21:00,14494
576098,2011-11-14 10:01:00,14862
576099,2011-11-14 10:28:00,13021
C576108,2011-11-14 10:32:00,15113
576109,2011-11-14 10:33:00,-1
576110,2011-11-14 10:33:00,-1
576111,2011-11-14 10:33:00,15113
576112,2011-11-14 10:34:00,14902
576121,2011-11-14 10:38:00,14530
576137,2011-11-14 10:45:00,15482
576141,2011-11-14 10:47:00,14911
576147,2011-11-14 10:49:00,16303
576148,2011-11-14 10:50:00,15671
576172,2011-11-14 11:00:00,15482
576175,2011-11-14 11:02:00,15291
576176,2011-11-14 11:04:00,16936
576179,2011-11-14 11:09:00,13694
576180,2011-11-14 11:11:00,13694
576181,2011-11-14 11:19:00,15572
576182,2011-11-14 11:21:00,12938
C576183,2011-11-14 11:23:00,12476
576184,2011-11-14 11:24:00,14735
576185,2011-11-14 11:25:00,-1
576186,2011-11-14 11:25:00,14735
576187,2011-11-14 11:25:00,17228
576188,2011-11-14 11:26:00,15168
576189,2011-11-14 11:33:00,14684
576190,2011-11-14 11:46:00,15039
576191,2011-11-14 11:54:00,17377
576192,2011-11-14 11:57:00,-1
576193,2011-11-14 11:57:00,-1
C576194,2011-11-14 12:03:00,16790
C576195,2011-11-14 12:03:00,14606
576196,2011-11-14 12:07:00,17658
C576197,2011-11-14 12:08:00,13755
576198,2011-11-14 12:12:00,17538
C576199,2011-11-14 12:13:00,12610
576200,2011-11-14 12:14:00,15572
576201,2011-11-14 12:18:00,14606
576202,2011-11-14 12:22:00,13767
576212,2011-11-14 12:45:00,18082
576213,2011-11-14 12:47:00,18117
576214,2011-11-14 12:49:00,15863
576215,2011-11-14 12:55:00,17652
576217,2011-11-14 12:56:00,17081
C576216,2011-11-14 12:56:00,12584
C576218,2011-11-14 12:57:00,13694
576219,2011-11-14 12:58:00,15838
576220,2011-11-14 13:00:00,15838
576221,2011-11-14 13:01:00,15838
576222,2011-11-14 13:02:00,12490
C576223,2011-11-14 13:02:00,15993
576224,2011-11-14 13:08:00,15458
576225,2011-11-14 13:10:00,13277
C576226,2011-11-14 13:10:00,13268
C576227,2011-11-14 13:11:00,14910
576228,2011-11-14 13:12:00,15033
C576229,2011-11-14 13:13:00,13816
C576230,2011-11-14 13:15:00,17602
C576231,2011-11-14 13:24:00,14868
C576232,2011-11-14 13:25:00,15839
C576233,2011-11-14 13:26:00,-1
576234,2011-11-14 13:27:00,-1
C576235,2011-11-14 13:28:00,17769
576236,2011-11-14 13:31:00,13755
576237,2011-11-14 13:32:00,12971
576238,2011-11-14 13:32:00,17769
576239,2011-11-14 13:33:00,15694
C576240,2011-11-14 13:34:00,14441
C576241,2011-11-14 13:35:00,13447
C576242,2011-11-14 13:37:00,16747
C576243,2011-11-14 13:38:00,15953
576245,2011-11-14 13:40:00,12553
C576244,2011-11-14 13:40:00,18167
576246,2011-11-14 13:42:00,17566
C576247,2011-11-14 13:42:00,13139
576249,2011-11-14 13:47:00,17811
C576248,2011-11-14 13:47:00,16639
576250,2011-11-14 13:50:00,-1
576251,2011-11-14 13:51:00,16207
576252,2011-11-14 13:55:00,14418
576253,2011-11-14 13:57:00,15125
576254,2011-11-14 14:02:00,16422
576255,2011-11-14 14:09:00,15993
576256,2011-11-14 14:09:00,15953
576257,2011-11-14 14:17:00,12757
576258,2011-11-14 14:17:00,-1
576259,2011-11-14 14:18:00,12957
576269,2011-11-14 14:23:00,12762
576274,2011-11-14 14:24:00,17793
576275,2011-11-14 14:28:00,17044
576299,2011-11-14 14:38:00,-1
576300,2011-11-14 14:39:00,15058
576301,2011-11-14 14:40:00,14667
576302,2011-11-14 14:41:00,-1
576303,2011-11-14 14:51:00,15532
576317,2011-11-14 14:57:00,15781
576318,2011-11-14 14:57:00,15058
576321,2011-11-14 14:59:00,14953
576322,2011-11-14 15:03:00,12642
576323,2011-11-14 15:10:00,16161
C576324,2011-11-14 15:10:00,16161
C576325,2011-11-14 15:13:00,15050
576326,2011-11-14 15:18:00,16504
576327,2011-11-14 15:19:00,12476
576328,2011-11-14 15:19:00,13577
576329,2011-11-14 15:22:00,-1
576336,2011-11-14 15:26:00,-1
576339,2011-11-14 15:27:00,14096
C576338,2011-11-14 15:27:00,14096
576345,2011-11-14 15:37:00,12374
576346,2011-11-14 15:37:00,13835
576347,2011-11-14 15:38:00,13268
C576348,2011-11-14 15:40:00,13267
576349,2011-11-14 15:41:00,16519
C576350,2011-11-14 15:41:00,17730
576351,2011-11-14 15:51:00,17235
576352,2011-11-14 15:51:00,16478
576353,2011-11-14 16:17:00,15050
576354,2011-11-14 16:17:00,13881
576355,2011-11-14 16:28:00,13089
576356,2011-11-14 16:30:00,15681
576357,2011-11-14 16:57:00,15660
576358,2011-11-14 16:58:00,15660
576359,2011-11-14 16:59:00,14680
576361,2011-11-14 17:10:00,14910
C576360,2011-11-14 17:10:00,14910
576362,2011-11-14 17:11:00,14755
C576363,2011-11-14 17:23:00,14794
576364,2011-11-14 17:40:00,15009
576365,2011-11-14 17:55:00,-1
576366,2011-11-14 18:30:00,-1
576367,2011-11-14 18:31:00,-1
576368,2011-11-14 18:33:00,-1
576369,2011-11-14 18:35:00,-1
576370,2011-11-15 08:00:00,15981
576371,2011-11-15 08:07:00,14911
576372,2011-11-15 08:32:00,15144
576373,2011-11-15 08:43:00,12640
576374,2011-11-15 08:50:00,13777
C576375,2011-11-15 08:52:00,16878
576376,2011-11-15 09:11:00,16341
576377,2011-11-15 09:12:00,16341
576378,2011-11-15 09:15:00,15628
576379,2011-11-15 09:21:00,16423
576380,2011-11-15 09:23:00,15419
576381,2011-11-15 09:26:00,12839
576382,2011-11-15 09:30:00,12883
576383,2011-11-15 09:31:00,12883
576384,2011-11-15 09:32:00,12883
576385,2011-11-15 09:41:00,17314
576386,2011-11-15 09:42:00,13777
576387,2011-11-15 09:55:00,15582
576388,2011-11-15 10:00:00,17510
576389,2011-11-15 10:05:00,12748
576390,2011-11-15 10:13:00,12569
576391,2011-11-15 10:13:00,-1
576392,2011-11-15 10:17:00,15105
576394,2011-11-15 10:32:00,12415
C576393,2011-11-15 10:34:00,13735
576395,2011-11-15 10:38:00,16168
576396,2011-11-15 10:41:00,16164
576398,2011-11-15 10:48:00,15758
C576397,2011-11-15 10:48:00,13081
576399,2011-11-15 10:50:00,12684
576400,2011-11-15 10:51:00,13632
C576401,2011-11-15 10:52:00,13026
C576402,2011-11-15 10:54:00,13026
576403,2011-11-15 10:56:00,15214
576404,2011-11-15 11:09:00,-1
576405,2011-11-15 11:14:00,13735
576406,2011-11-15 11:17:00,13692
576407,2011-11-15 11:18:00,-1
576410,2011-11-15 11:20:00,-1
576411,2011-11-15 11:20:00,-1
C576409,2011-11-15 11:20:00,15298
576412,2011-11-15 11:21:00,13455
576413,2011-11-15 11:21:00,-1
576414,2011-11-15 11:21:00,-1
576415,2011-11-15 11:22:00,-1
576419,2011-11-15 11:23:00,-1
576424,2011-11-15 11:24:00,-1
576426,2011-11-15 11:24:00,-1
576431,2011-11-15 11:26:00,-1
576436,2011-11-15 11:27:00,-1
576447,2011-11-15 11:30:00,13949
576463,2011-11-15 11:37:00,17974
576473,2011-11-15 11:40:00,-1
576503,2011-11-15 11:56:00,17540
576508,2011-11-15 12:02:00,17777
576509,2011-11-15 12:03:00,-1
576510,2011-11-15 12:05:00,14533
576511,2011-11-15 12:07:00,13846
576512,2011-11-15 12:09:00,15524
576513,2011-11-15 12:10:00,14715
576514,2011-11-15 12:13:00,13950
C576515,2011-11-15 12:16:00,13950
576516,2011-11-15 12:19:00,16746
576517,2011-11-15 12:25:00,-1
576518,2011-11-15 12:25:00,16361
576519,2011-11-15 12:25:00,12676
576520,2011-11-15 12:33:00,14467
576521,2011-11-15 12:34:00,18259
576538,2011-11-15 12:42:00,14725
576539,2011-11-15 12:43:00,13058
576540,2011-11-15 12:48:00,18043
576543,2011-11-15 12:50:00,13236
576547,2011-11-15 12:54:00,-1
576553,2011-11-15 12:57:00,14666
576554,2011-11-15 12:57:00,13066
576555,2011-11-15 13:01:00,17861
576556,2011-11-15 13:07:00,14640
576557,2011-11-15 13:07:00,14714
576558,2011-11-15 13:07:00,17086
576559,2011-11-15 13:19:00,14711
576560,2011-11-15 13:21:00,12877
C576561,2011-11-15 13:22:00,15311
576562,2011-11-15 13:24:00,14522
576563,2011-11-15 13:27:00,17564
576564,2011-11-15 13:32:00,15311
576566,2011-11-15 13:39:00,-1
C576565,2011-11-15 13:39:00,13066
576567,2011-11-15 13:41:00,17220
576568,2011-11-15 13:42:00,17153
576569,2011-11-15 13:45:00,-1
576570,2011-11-15 13:47:00,17220
576571,2011-11-15 13:48:00,12950
576572,2011-11-15 13:49:00,15514
576573,2011-11-15 13:52:00,16600
576574,2011-11-15 13:53:00,13078
576575,2011-11-15 13:55:00,16295
C576576,2011-11-15 14:00:00,17521
576577,2011-11-15 14:04:00,16557
576578,2011-11-15 14:05:00,-1
576580,2011-11-15 14:15:00,-1
576581,2011-11-15 14:15:00,15955
576585,2011-11-15 14:17:00,-1
576586,2011-11-15 14:22:00,12415
576587,2011-11-15 14:23:00,18123
576588,2011-11-15 14:27:00,-1
576589,2011-11-15 14:29:00,17659
576590,2011-11-15 14:30:00,16240
576591,2011-11-15 14:32:00,16422
576592,2011-11-15 14:47:00,13614
576593,2011-11-15 14:48:00,15720
576594,2011-11-15 14:55:00,-1
576595,2011-11-15 14:56:00,14911
576596,2011-11-15 14:57:00,14911
576597,2011-11-15 14:57:00,14194
576598,2011-11-15 15:05:00,13437
576599,2011-11-15 15:06:00,14544
576600,2011-11-15 15:08:00,18181
576601,2011-11-15 15:10:00,14595
576602,2011-11-15 15:20:00,14156
576603,2011-11-15 15:22:00,14911
576604,2011-11-15 15:23:00,13435
576605,2011-11-15 15:33:00,14562
576606,2011-11-15 15:33:00,13410
576607,2011-11-15 15:42:00,12474
576608,2011-11-15 15:49:00,17381
576609,2011-11-15 16:08:00,15556
576610,2011-11-15 16:19:00,15679
576611,2011-11-15 16:29:00,17357
576612,2011-11-15 16:30:00,17357
576613,2011-11-15 16:34:00,13854
576614,2011-11-15 16:38:00,12933
576615,2011-11-15 16:42:00,17231
576616,2011-11-15 16:56:00,14853
576617,2011-11-15 16:57:00,-1
576618,2011-11-15 17:00:00,-1
576619,2011-11-15 17:01:00,-1
576620,2011-11-15 17:02:00,-1
576622,2011-11-15 17:11:00,14217
576623,2011-11-15 17:12:00,12748
576624,2011-11-15 17:14:00,16156
576625,2011-11-15 17:20:00,15571
576626,2011-11-15 17:26:00,12890
576627,2011-11-16 08:25:00,14426
576628,2011-11-16 08:28:00,13449
576629,2011-11-16 08:37:00,12621
576630,2011-11-16 08:38:00,13816
576631,2011-11-16 08:53:00,16626
576632,2011-11-16 08:55:00,-1
576633,2011-11-16 09:27:00,13297
576634,2011-11-16 09:28:00,13297
576635,2011-11-16 09:32:00,15269
576636,2011-11-16 09:34:00,12912
576637,2011-11-16 09:34:00,16079
576638,2011-11-16 09:35:00,13890
576639,2011-11-16 09:43:00,13894
576640,2011-11-16 09:44:00,13894
576641,2011-11-16 09:59:00,17549
576642,2011-11-16 09:59:00,12963
576643,2011-11-16 10:00:00,-1
576644,2011-11-16 10:01:00,-1
576645,2011-11-16 10:14:00,16245
576646,2011-11-16 10:18:00,-1
C576647,2011-11-16 10:23:00,15584
576648,2011-11-16 10:32:00,14057
576649,2011-11-16 10:32:00,16008
576650,2011-11-16 10:34:00,14286
576651,2011-11-16 10:37:00,14626
576652,2011-11-16 10:39:00,17198
576653,2011-11-16 10:45:00,14156
576654,2011-11-16 10:55:00,15584
576655,2011-11-16 10:55:00,15687
576656,2011-11-16 10:57:00,15687
576657,2011-11-16 11:03:00,12720
576658,2011-11-16 11:05:00,14534
576659,2011-11-16 11:09:00,15373
576660,2011-11-16 11:16:00,15110
576661,2011-11-16 11:17:00,17377
576662,2011-11-16 11:19:00,-1
576663,2011-11-16 11:31:00,16157
576664,2011-11-16 11:41:00,14646
576665,2011-11-16 11:46:00,17841
576666,2011-11-16 11:47:00,17841
576667,2011-11-16 11:48:00,12963
576668,2011-11-16 11:49:00,18246
576669,2011-11-16 11:52:00,12640
576671,2011-11-16 11:55:00,14385
C576670,2011-11-16 11:55:00,16393
576672,2011-11-16 11:59:00,12731
576673,2011-11-16 11:59:00,-1
576674,2011-11-16 12:00:00,-1
576675,2011-11-16 12:01:00,-1
576676,2011-11-16 12:03:00,16855
576677,2011-11-16 12:03:00,16393
576684,2011-11-16 12:08:00,14092
576686,2011-11-16 12:08:00,16916
576687,2011-11-16 12:13:00,13558
576688,2011-11-16 12:16:00,16717
576689,2011-11-16 12:18:00,16657
576690,2011-11-16 12:19:00,15900
576691,2011-11-16 12:21:00,14507
576692,2011-11-16 12:21:00,17412
576693,2011-11-16 12:22:00,13199
576694,2011-11-16 12:25:00,14426
576695,2011-11-16 12:25:00,16469
576696,2011-11-16 12:26:00,16669
576704,2011-11-16 12:29:00,14527
576734,2011-11-16 12:42:00,17680
576736,2011-11-16 12:42:00,13089
576758,2011-11-16 12:51:00,16814
576762,2011-11-16 13:08:00,-1
576763,2011-11-16 13:09:00,-1
576764,2011-11-16 13:10:00,-1
576765,2011-11-16 13:11:00,-1
576766,2011-11-16 13:11:00,-1
576767,2011-11-16 13:12:00,-1
576768,2011-11-16 13:13:00,13408
576769,2011-11-16 13:14:00,13575
576770,2011-11-16 13:16:00,13926
576771,2011-11-16 13:19:00,13285
576772,2011-11-16 13:20:00,16839
576773,2011-11-16 13:21:00,-1
576774,2011-11-16 13:21:00,13131
576775,2011-11-16 13:21:00,13629
576776,2011-11-16 13:22:00,-1
576777,2011-11-16 13:23:00,-1
576778,2011-11-16 13:24:00,16085
576779,2011-11-16 13:25:00,14554
576780,2011-11-16 13:27:00,13258
576781,2011-11-16 13:33:00,13939
576782,2011-11-16 13:36:00,17500
576783,2011-11-16 13:38:00,13447
576784,2011-11-16 13:40:00,16204
C576785,2011-11-16 13:51:00,14109
576786,2011-11-16 13:53:00,16999
576787,2011-11-16 13:54:00,13815
576789,2011-11-16 13:56:00,12569
C576788,2011-11-16 13:56:00,15344
576790,2011-11-16 13:59:00,12569
576791,2011-11-16 13:59:00,17896
576792,2011-11-16 14:11:00,17596
576809,2011-11-16 14:20:00,14851
C576816,2011-11-16 14:24:00,12569
576824,2011-11-16 14:26:00,12910
576826,2011-11-16 14:28:00,12910
576827,2011-11-16 14:28:00,12901
576828,2011-11-16 14:36:00,-1
576829,2011-11-16 14:40:00,-1
576830,2011-11-16 14:54:00,14898
C576831,2011-11-16 14:56:00,12748
576832,2011-11-16 15:01:00,13102
576833,2011-11-16 15:08:00,17434
576834,2011-11-16 15:10:00,13458
576835,2011-11-16 15:10:00,-1
576836,2011-11-16 15:14:00,16191
576837,2011-11-16 15:16:00,-1
576838,2011-11-16 15:21:00,18075
576839,2011-11-16 15:21:00,-1
576840,2011-11-16 15:23:00,-1
576841,2011-11-16 15:26:00,17368
576842,2011-11-16 15:31:00,13599
576843,2011-11-16 15:32:00,-1
576844,2011-11-16 15:33:00,16713
576845,2011-11-16 15:34:00,12991
576846,2011-11-16 15:35:00,13500
576847,2011-11-16 15:35:00,17017
576848,2011-11-16 15:38:00,15051
576849,2011-11-16 15:39:00,13924
C576850,2011-11-16 15:40:00,13924
576851,2011-11-16 15:41:00,15967
576852,2011-11-16 15:45:00,16809
576853,2011-11-16 15:48:00,12971
576854,2011-11-16 15:49:00,12993
